MeetID;LifterID;Name;Sex;Event;Equipment;Age;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Wilks;McCulloch
2864;15829;Wahbi Moradi;M;SBD;Wraps;19;M-TR;70.3;75;160;170;-180;;170;115;-120;-120;;115;180;200;-220;;200;485;1;362.27;376.76
2865;15829;Wahbi Moradi;M;B;Raw;19;M-T3;67.8;75;;;;;;110;115;120;;120;;;;;;120;1;92.20;95.88
6687;15829;Wahbi Moradi;M;SBD;Single-ply;;Juniors;71.95;74;90;-120;-120;;90;-100;-100;100;;100;-100;100;140;;140;330;2;242.25;242.25
6696;15829;Wahbi Moradi;M;B;Single-ply;;Sub-Juniors;70.7;74;;;;;;115;120;-125;;120;;;;;;120;1;89.25;89.25
6701;15829;Wahbi Moradi;M;B;Single-ply;18;Juniors;69.62;74;;;;;;105;-110;110;;110;;;;;;110;1;82.78;87.74
6712;15829;Wahbi Moradi;M;B;Raw;;Juniors;73.8;74;;;;;;125;130;137.5;;137.5;;;;;;137.5;;99.10;99.10
6713;15829;Wahbi Moradi;M;SBD;Raw;;Juniors;73.6;74;155;-165;171;;171;120;-125;-125;;120;170;185;195;;195;486;1;350.94;350.94
6721;15829;Wahbi Moradi;M;SBD;Raw;;Juniors;73.45;74;-160;-170;175;;175;117.5;122.5;-127.5;;122.5;180;200;220;;220;517.5;1;374.23;374.23
6782;15829;Wahbi Moradi;M;SBD;Raw;;Juniors;73.8;74;;;;;190;;;;;130;;;;;205;525;1;378.37;378.37
6941;15829;Wahbi Moradi;M;SBD;Raw;18.5;Juniors;73.25;74;-170;-175;175;;175;125;127.5;-132.5;;127.5;210;220;-225;;220;522.5;4;378.59;378.59
6711;78708;Wahbi Mordi;M;SBD;Raw;;Sub-Juniors;72.75;74;130;145;155;;155;110;115;120;;120;140;170;180;;180;455;1;331.32;331.32
6725;78758;Wahdi Moradi;M;B;Single-ply;43;Open;73.92;74;;;;;;130;137.5;-142.5;;137.5;;;;;;137.5;1;98.98;102.05
