MeetID;LifterID;Name;Sex;Event;Equipment;Age;Division;BodyweightKg;WeightClassKg;Squat1Kg;Squat2Kg;Squat3Kg;Squat4Kg;Best3SquatKg;Bench1Kg;Bench2Kg;Bench3Kg;Bench4Kg;Best3BenchKg;Deadlift1Kg;Deadlift2Kg;Deadlift3Kg;Deadlift4Kg;Best3DeadliftKg;TotalKg;Place;Wilks;McCulloch
2656;42011;G Admiraal;M;SBD;Single-ply;;Open;110;110;;;;;270;;;;;180;;;;;300;750;9;441.37;441.37
205;8868;G Ambili;F;SBD;Single-ply;20.5;Juniors;93.35;90+;165;185;200;;200;60;70;72.5;;72.5;170;202.5;210;;210;482.5;1;410.97;410.97
11577;166017;G Brink;M;B;Single-ply;51;Master 50-54;142.43;140+;;;;;;;;;;;;;;;;;DQ;;
3163;62821;G Burgess;M;SBD;Single-ply;;Open;125;125;-310;310;-320;;310;180;-190;-190;;180;-300;300;-340;;300;790;5;450.18;450.18
11626;167025;G Butler;M;B;Single-ply;22;Junior 20-23;97.07;100;;;;;;;;;;172.5;;;;;;172.5;1;106.28;107.35
748;20098;G Compton;M;SBD;Single-ply;;Open;67.5;67.5;;;;;97.5;;;;;80.0;;;;;132.5;310.0;1;239.01;239.01
10157;130068;G Davis;M;SBD;Single-ply;;Boys;82.1;82.5;;;;;;;;;;;;;;;;;DQ;;
2659;42126;G Garette;M;SBD;Single-ply;;Open;74.4;75;;;;;195;;;;;147.5;;;;;220;;DD;;
323;15459;G Joshi;M;SBD;Single-ply;;M2;70.6;75;80;90;-105;;90;60;65;-67.5;;65;90;110;-115;;110;265;1;197.30;197.30
203;8647;G Kadzhiev;M;SBD;Single-ply;46.5;Masters 1;74.3;75;220;230;-235;;230;130;140;145;;145;215;225;230;;230;605;1;433.94;433.94
203;8674;G Lybakin;M;SBD;Single-ply;43.5;Masters 1;83.5;90;190;200;210;;210;140;145;-147.5;;145;180;200;210;;210;565;2;375.80;375.80
2331;33112;G Newcombe;M;SBD;Raw;;M1;72.8;74;;;;;120;;;;;100;;;;;180;400;1;291.12;291.12
2657;42027;G Portee;M;SBD;Single-ply;;Open;59.7;60;;;;;190;;;;;80;;;;;200;470;9;402.69;402.69
323;15429;G Sharma;M;SBD;Single-ply;;Junior;140.2;125+;-150;150;190;;190;170;-190;-190;;170;160;190;220;;220;580;1;324.04;324.04
6925;80833;G Thomson;M;SBD;Single-ply;;O;129.95;125+;;;;;282.5;;;;;150;;;;;315;747.5;3;422.81;422.81
3142;61906;G Troullis;M;SBD;Single-ply;;Juniors;67.5;67.5;;;;;220;;;;;120;;;;;255;595;2;458.75;458.75
219;10746;G Yogesh;M;SBD;Single-ply;15.5;Sub-Juniors;81;83;-140;140;150;;150;50;60;-70;;60;150;175;-190;;175;385;2;260.81;260.81
203;8670;G Yunusov;M;SBD;Single-ply;;Juniors;88.7;90;130;160;-170;;160;-120;135;-145;;135;140;170;;;170;465;5;299.09;299.09
3154;62418;G. Acreman;M;SBD;Single-ply;;Juniors;82.5;82.5;;;;;240;;;;;127.5;;;;;242.5;610;3;408.64;408.64
11499;162571;G. Alexander;M;SBD;Single-ply;;Jr/Sr;60;60;;;;;165;;;;;102.5;;;;;185;452.5;6;385.93;385.93
11499;162571;G. Alexander;M;SBD;Single-ply;;Fr/Soph;110;110;;;;;165;;;;;102.5;;;;;185;452.5;2;266.29;266.29
190;7969;G. Anderson;M;SBD;Single-ply;;Open;82.5;82.5;;;;;251.74;;;;;140.61;;;;;251.74;644.1;3;431.49;431.49
6905;7969;G. Anderson;M;SBD;Single-ply;;Open;87.5;90;;;;;160;;;;;105;;;;;200;465;4;301.26;301.26
11514;164161;G. Aron;M;SBD;Single-ply;;55-59;98.6;100;;;;;155;;;;;117.5;;;;;170;442.5;3;270.85;270.85
11513;163974;G. Barth;M;SBD;Single-ply;;Fr/Soph;65.6;67.5;;;;;122.5;;;;;55;;;;;150;327.5;16;258.44;258.44
11507;163467;G. Bartotti;M;SBD;Single-ply;;50-54;75;75;;;;;152.5;;;;;130;;;;;195;477.5;1;340.25;340.25
11514;163467;G. Bartotti;M;SBD;Single-ply;;50-54;72.6;75;;;;;145;;;;;125;;;;;182.5;452.5;1;329.99;329.99
190;7977;G. Baum #1;M;SBD;Single-ply;;Open;100;100;;;;;158.76;;;;;129.27;;;;;172.37;460.4;4;280.19;280.19
190;7985;G. Baum #2;M;SBD;Single-ply;;Open;;125+;;;;;267.62;;;;;179.17;;;;;258.55;705.34;1;;
11500;162758;G. Beck;M;SBD;Single-ply;;40-44;82.5;82.5;;;;;255;;;;;;;;;;;;DQ;;
11507;162758;G. Beck;M;SBD;Single-ply;;45-49;82.5;82.5;;;;;227.5;;;;;150;;;;;272.5;650;1;435.44;435.44
3169;63069;G. Bennett;M;SBD;Single-ply;;Masters 2;110;110;;;;;212.5;;;;;150;;;;;215;577.5;5;339.85;339.85
6905;80574;G. Blair;F;SBD;Single-ply;;Open;62.5;67.5;;;;;97.5;;;;;52.5;;;;;107.5;257.5;2;278.22;278.22
6906;80600;G. Brooke;M;SBD;Single-ply;;Open;69.7;75;;;;;140;;;;;80;;;;;170;390;1;293.23;293.23
3176;63331;G. Buerki;F;SBD;Single-ply;;Masters 1;85;67.5+;;;;;142.5;;;;;80;;;;;172.5;395;2;350.19;350.19
3130;61487;G. Bunt;M;SBD;Single-ply;;Open;90;90;;;;;245;;;;;150;;;;;292.5;687.5;7;438.90;438.90
3132;61487;G. Bunt;M;SBD;Single-ply;;Open;90;90;;;;;115;;;;;155;;;;;150;420;11;268.13;268.13
12671;187862;G. Burt;M;SBD;Single-ply;;Masters 5;82.5;82.5;;;;;147.5;;;;;102.5;;;;;210;460;1;308.16;308.16
11507;163460;G. Campbell;M;SBD;Single-ply;;40-44;67.5;67.5;;;;;165;;;;;107.5;;;;;197.5;470;2;362.38;362.38
3761;68226;G. Catterson;M;SBD;Single-ply;;;60;60;;;;;185;;;;;132.5;;;;;210;527.5;2;449.89;449.89
644;19597;G. Cayouette;M;B;Single-ply;;Open;68.3;75;;;;;;;;;;52.5;;;;;;52.5;3;40.10;40.10
105;4348;G. Cliff Shilpey;M;D;Single-ply;56;M_MES_4_AAPF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Single-ply;56;M_OES_AAPF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Raw;56;M_MR_4_AAPF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Raw;56;M_OR_AAPF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;3;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Single-ply;56;M_MES_4_APF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Single-ply;56;M_OES_APF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Raw;56;M_MR_4_APF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;1;133.55;166.40
105;4348;G. Cliff Shilpey;M;D;Raw;56;M_OR_APF;79.6;82.5;;;;;;;;;;;175;187.5;195;;195;195;3;133.55;166.40
101;4054;G. Cliff Shipley;M;SBD;Raw;55;M_MR_4_AAPF;79.1;82.5;102.5;115;125;;125;92.5;97.5;;;97.5;167.5;180;185;;185;407.5;1;280.21;343.26
101;4054;G. Cliff Shipley;M;BD;Raw;55;M_MR_4_AAPF;79.1;82.5;;;;;;92.5;97.5;;;97.5;167.5;180;185;;185;282.5;1;194.26;237.96
101;4054;G. Cliff Shipley;M;D;Raw;55;M_MR_4_AAPF;79.1;82.5;;;;;;;;;;;167.5;180;185;;185;185;1;127.21;155.83
103;4054;G. Cliff Shipley;M;SBD;Raw;56;M_MR_4_APF;78.5;82.5;102.5;;;;102.5;92.5;;;;92.5;125;;;;125;320;1;221.13;275.52
103;4054;G. Cliff Shipley;M;D;Raw;56;M_MR_4_APF;79.2;82.5;;;;;;;;;;;185;200;206;;206;206;1;141.54;176.36
159;4054;G. Cliff Shipley;M;SBD;Single-ply;58;M_MES_4_AWPC;73.9;75;-112.5;112.5;;;112.5;90;96;97.5;100;97.5;145;185;-205;;185;395;1;284.40;367.16
159;4054;G. Cliff Shipley;M;SBD;Wraps;58;M_MCR_4_AWPC;73.9;75;-112.5;112.5;;;112.5;90;96;97.5;100;97.5;145;185;-205;;185;395;1;284.40;367.16
3176;63380;G. Connolly;M;SBD;Single-ply;;Masters 2;75;75;;;;;145;;;;;75;;;;;197.5;417.5;6;297.49;297.49
11499;162583;G. Cooks;M;SBD;Single-ply;;Jr/Sr;67.5;67.5;;;;;195;;;;;87.5;;;;;170;452.5;9;348.88;348.88
711;19784;G. Cosby;M;B;Single-ply;;Open;126.2;140;;;;;;;;;;102.5;;;;;;102.5;3;58.30;58.30
724;19884;G. Couture;M;SBD;Single-ply;;Junior;67.5;67.5;;;;;135.0;;;;;85.0;;;;;160.0;380.0;1;292.99;292.99
741;19884;G. Couture;M;SBD;Single-ply;;Sub-Junior;65.7;67.5;;;;;150.0;;;;;90.0;;;;;180.0;420.0;1;331.02;331.02
788;19884;G. Couture;M;SBD;Single-ply;;Sub-Junior;66.7;67.5;;;;;157.5;;;;;100.0;;;;;182.5;440.0;1;342.52;342.52
3149;62158;G. Crockett;M;SBD;Single-ply;;Masters 2;75;75;;;;;240.0;;;;;135.0;;;;;245.0;620.0;2;441.79;441.79
11513;163834;G. Cruz;F;SBD;Single-ply;;Varsity;58.5;60;;;;;112.5;;;;;55;;;;;135;302.5;5;343.96;343.96
11513;163973;G. Dahm;M;SBD;Single-ply;;Fr/Soph;67;67.5;;;;;112.5;;;;;75;;;;;147.5;335;14;259.84;259.84
11980;173862;G. Damon Wells;M;;Single-ply;42;Master 40-44;120.20;125;;;;;290.00;;;;;200.00;;;;;300.00;790.00;1;454.01;463.09
11513;163997;G. DeJohn;M;SBD;Single-ply;;Varsity;67.4;67.5;;;;;185;;;;;100;;;;;;;DQ;;
423;18369;G. Deleenheer;M;SBD;Single-ply;;Open;111;125;;;;;222.5;;;;;142.5;;;;;280;645;4;378.54;378.54
3144;61979;G. Dghiman;M;SBD;Single-ply;;Open;104.8;110;;;;;300;;;;;180;;;;;282.5;762.5;9;455.94;455.94
29;1151;G. Dominelli;M;SBD;Single-ply;;Open;74.6;75;235;-245;-245;;235;170;-177.5;-177.5;;170;235;-240;-240;;235;640;12;457.75;457.75
11513;163946;G. Edgren;M;SBD;Single-ply;;Fr/Soph;59.2;60;;;;;127.5;;;;;65;;;;;155;347.5;4;300.05;300.05
3018;56528;G. Elangovan;M;SBD;Single-ply;34.5;Open;74.4;75;;;;;275;;;;;152.5;;;;;272.5;700;8;501.60;501.60
3198;56528;G. Elangovan;M;SBD;Single-ply;30.5;Open;75.4;82.5;;;;;;;;;;;;;;;;;DQ;;
3209;56528;G. Elangovan;M;SBD;Single-ply;32.5;Open;74.1;75;;;;;265;;;;;150;;;;;265;680;15;488.67;488.67
4555;74894;G. Evensen;M;SBD;Single-ply;;Open;102.00;110;180;190;-200;;190.0;120;130;-132.5;;130.0;200;-210;;;200.0;520;1;314.03;314.03
2651;41782;G. Fauqeuz;M;SBD;Single-ply;;Open;99.3;100;220;-235;;;220;-165;165;170;;170;260;-280;;;260;650;7;396.70;396.70
3149;62159;G. Faure;M;SBD;Single-ply;;Masters 2;75;75;;;;;195.0;;;;;132.5;;;;;210.0;537.5;4;383.00;383.00
3175;63287;G. Feltham;M;SBD;Single-ply;;Juniors;67.5;67.5;;;;;205;;;;;107.5;;;;;207.5;520;5;400.93;400.93
11507;163484;G. Ferstler;M;SBD;Single-ply;;40-44;90;90;;;;;282.5;;;;;155;;;;;310;747.5;1;477.20;477.20
12650;163484;G. Ferstler;M;SBD;Single-ply;;Open;90;90;272.5;292.5;300;;300;147.5;155;162.5;;162.5;295;310;-325;;310;772.5;4;493.16;493.16
494;18848;G. Festing;M;SBD;Single-ply;;Open;75;75;;;;;220;;;;;140;;;;;240;600;2;427.54;427.54
509;18848;G. Festing;M;SBD;Single-ply;;Open;75;75;;;;;235;;;;;140;;;;;240;615;1;438.22;438.22
522;18848;G. Festing;M;SBD;Single-ply;;Open;75;75;;;;;240;;;;;155;;;;;250;645;1;459.60;459.60
11491;162029;G. Frank;M;SBD;Single-ply;;;;145+;;;;;;;;;;;;;;;;;DQ;;
12644;186206;G. Fuhman;M;SBD;Single-ply;;Open;100;100;;;;;182.5;;;;;145;;;;;182.5;510;5;310.38;310.38
190;7978;G. Glover;M;SBD;Single-ply;;Open;100;100;;;;;;;;;;;;;;;;;DQ;;
84;2879;G. Gould;M;B;Raw;;Open;60;60;;;;;;;;;;138.35;;;;;;138.35;1;118.00;118.00
3765;68326;G. Gray;M;SBD;Single-ply;;Open;82.4;82.5;;;;;252.5;;;;;165;;;;;255;672.5;2;450.84;450.84
471;18727;G. Guillemette;F;B;Single-ply;;Open;67.2;67.5;;;;;;;;;;90.0;;;;;;90.0;1;92.15;92.15
472;18727;G. Guillemette;F;SBD;Single-ply;;Open;67.5;67.5;;;;;167.5;;;;;90.0;;;;;160.0;417.5;1;426.11;426.11
3765;18727;G. Guillemette;F;SBD;Single-ply;;Open;67.1;67.5;;;;;165;;;;;87.5;;;;;162.5;415;1;425.37;425.37
12648;186324;G. Gutbrod;M;SBD;Single-ply;;Open;;125+;;;;;267.5;;;;;170;;;;;247.5;685;1;;
11507;163464;G. Guthrie;M;SBD;Single-ply;;40-44;75;75;;;;;217.5;;;;;145;;;;;250;612.5;2;436.44;436.44
2651;41752;G. Hammerlinek;M;SBD;Single-ply;;Open;66.5;67.5;140;-150;-150;;140;-115;115;-120;;115;170;-180;;;170;425;7;331.65;331.65
3140;61841;G. Hansuld;M;SBD;Single-ply;;Open;74.2;75;;;;;240;;;;;172.5;;;;;245;657.5;5;472.05;472.05
3144;61841;G. Hansuld;M;SBD;Single-ply;;Open;74.8;75;;;;;247.5;;;;;182.5;;;;;252.5;682.5;8;487.23;487.23
3762;61841;G. Hansuld;M;SBD;Single-ply;;Open;75;75;235;245;-252.5;;245;170;-177.5;177.5;;177.5;232.5;245;255;;255;677.5;1;482.76;482.76
424;18377;G. Henrikson;M;SBD;Single-ply;;Open;85.3;90;;;;;160;;;;;125;;;;;205;490;3;321.94;321.94
3762;68239;G. Hewlin;M;SBD;Single-ply;;Open;90;90;217.5;227.5;237.5;;237.5;132.5;137.5;-142.5;;137.5;220;240;247.5;;247.5;622.5;3;397.40;397.40
3760;68206;G. Hummel;M;SBD;Single-ply;;Open;60;60;;;;;190;;;;;152.5;;;;;225;567.5;1;484.01;484.01
3764;68267;G. Janga;M;SBD;Single-ply;;Open;90;90;;;;;255;;;;;140;;;;;270;665;3;424.53;424.53
12664;187344;G. Jeffery Thornton;M;B;Single-ply;;Masters 61-67;82.5;82.5;;;;;;;;;;117.5;;;;;;117.5;1;78.71;78.71
12664;187344;G. Jeffery Thornton;M;D;Single-ply;;Masters 61-67;82.5;82.5;;;;;;;;;;;;;;;162.5;162.5;4;108.86;108.86
552;19202;G. Johnstone;M;SBD;Single-ply;;SO;75;75;;;;;;;;;;25;;;;;40;65;3;46.32;46.32
30;1225;G. Jones;M;SBD;Single-ply;;;82.5;82.5;-300;300;315;;315;-195;195;-205;;195;290;-335;;;290;800;2;535.93;535.93
11513;164068;G. Kaxlien;M;SBD;Single-ply;;Fr/Soph;97.5;100;;;;;200;;;;;97.5;;;;;200;497.5;2;305.95;305.95
11513;164072;G. Kedrick;M;SBD;Single-ply;;Varsity;99.6;100;;;;;282.5;;;;;140;;;;;257.5;680;2;414.51;414.51
3315;65859;G. Kristinn Kristgeirsson;M;B;Single-ply;51.5;Open;98.90;100;;;;;;100.0;110.0;-120.0;;110.0;;;;;;110.0;7;67.25;67.25
3323;65859;G. Kristinn Kristgeirsson;M;SBD;Single-ply;52.5;Masters 2;100.00;100;80.0;100.0;120.0;;120.0;-130.0;130.0;135.0;;135.0;150.0;160.0;-170.0;;160.0;415.0;1;252.56;252.56
3333;65859;G. Kristinn Kristgeirsson;M;SBD;Single-ply;53.5;Masters 2;97.20;100;80.0;100.0;-120.0;;100.0;145.0;-152.5;152.5;;152.5;120.0;140.0;160.0;;160.0;412.5;1;254.01;254.01
12671;187890;G. Krueger;M;SBD;Single-ply;;Masters 2;125;125;;;;;292.5;;;;;180;;;;;240;712.5;1;406.01;406.01
741;20061;G. Labrecque;M;SBD;Single-ply;;Master 3;74.4;75;;;;;150.0;;;;;140.0;;;;;195.0;485.0;1;347.54;347.54
11514;164130;G. Landess;M;SBD;Single-ply;;45-49;59.1;60;;;;;105;;;;;77.5;;;;;160;342.5;1;296.20;296.20
3764;68280;G. Leal;M;SBD;Single-ply;;Masters 1;82.5;82.5;;;;;185;;;;;112.5;;;;;227.5;525;2;351.70;351.70
3157;62534;G. Lendze;M;SBD;Single-ply;;Juniors;90;90;;;;;235;;;;;140;;;;;270;645;7;411.76;411.76
3130;61465;G. Malla;M;SBD;Single-ply;;Open;52;52;;;;;145;;;;;90;;;;;157.5;392.5;5;385.15;385.15
29;1148;G. Maloney;M;SBD;Single-ply;;Open;73.4;75;-237.5;237.5;-257.5;;237.5;147.5;157.5;160;;160;250;-272.5;-272.5;;250;647.5;9;468.47;468.47
12648;1148;G. Maloney;M;SBD;Single-ply;;Open;75;75;;;;;232.5;;;;;162.5;;;;;277.5;672.5;1;479.20;479.20
6904;80564;G. Marshall;M;B;Single-ply;;Open;83.9;90;;;;;;;;;;137.5;;;;;;137.5;1;91.20;91.20
3172;63169;G. Mengual;M;SBD;Single-ply;;Masters 1;100;100;;;;;255;;;;;130;;;;;;;DQ;;
429;18434;G. Merkel;M;SBD;Single-ply;;Open;70;75;;;;;137.5;;;;;100;;;;;180;417.5;6;312.87;312.87
11513;163852;G. Mertzig;F;SBD;Single-ply;;Fr/Soph;66.4;67.5;;;;;90;;;;;45;;;;;107.5;242.5;9;250.46;250.46
11033;150646;G. Michael Shirey;M;SBD;Raw;;R-M2a;107.7;120;;;;;250;;;;;;;;;;;250;1;148.11;148.11
11185;150646;G. Michael Shirey;M;SBD;Raw;;R-M2a;104.2;105;182.5;197.5;215;;215;115;127.5;137.5;;137.5;215;250;260;;260;612.5;1;367.00;367.00
11500;162733;G. Morrison;M;SBD;Single-ply;;50-54;60;60;;;;;150;;;;;90;;;;;170;410;1;349.68;349.68
3169;63052;G. Morrissey;M;SBD;Single-ply;;Masters 2;67.5;67.5;;;;;170;;;;;82.5;;;;;182.5;435;2;335.39;335.39
3176;63052;G. Morrissey;M;SBD;Single-ply;;Masters 2;67.5;67.5;;;;;160;;;;;85;;;;;165;410;3;316.12;316.12
3141;61887;G. Mullane;M;SBD;Single-ply;;Masters 2;82.5;82.5;;;;;207.5;;;;;127.5;;;;;235;570;2;381.85;381.85
12644;186191;G. Murphy;M;SBD;Single-ply;;Open;56;56;;;;;125;;;;;77.5;;;;;147.5;350;1;318.62;318.62
12649;186191;G. Murphy;M;SBD;Single-ply;;Open;52;52;130;140;142.5;;142.5;77.5;-82.5;82.5;;82.5;147.5;162.5;-167.5;;162.5;387.5;7;380.25;380.25
3142;61927;G. O'Grady;M;SBD;Single-ply;;Juniors;100;100;;;;;260;;;;;187.5;;;;;280;727.5;2;442.75;442.75
30;1211;G. Page;M;SBD;Single-ply;;;67.5;67.5;250;257.5;-262.5;;257.5;140;-147.5;-147.5;;140;245;247.5;255;;255;652.5;3;503.09;503.09
11491;1211;G. Page;M;SBD;Single-ply;;;67.5;67.5;;;;;260;;;;;150;;;;;267.5;677.5;1;522.36;522.36
3150;62188;G. Palsson;M;SBD;Single-ply;22.5;Juniors;59.6;60;;;;;142.5;;;;;100;;;;;185;427.5;7;366.84;366.84
11514;164165;G. Pamplin;M;SBD;Single-ply;;40-44;107.8;110;;;;;;;;;;;;;;;;;DQ;;
12650;164165;G. Pamplin;M;SBD;Single-ply;;Open;100;100;272.5;-292.5;-292.5;;272.5;182.5;-197.5;-197.5;;182.5;227.5;247.5;-257.5;;247.5;702.5;4;427.53;427.53
646;19620;G. Papolis;F;D;Single-ply;;Open;75;75;;;;;;;;;;;;;;;157.5;157.5;1;149.73;149.73
646;19620;G. Papolis;F;D;Single-ply;;Open;75;75;;;;;;;;;;;;;;;157.5;157.5;2;149.73;149.73
30;1277;G. Payne;M;SBD;Single-ply;;;145;145;342.5;-365;375;;375;235;-242.5;-242.5;;235;290;-302.5;302.5;;302.5;912.5;7;507.31;507.31
3150;1277;G. Payne;M;SBD;Single-ply;22.5;Juniors;72.5;75;;;;;237.5;;;;;122.5;;;;;232.5;592.5;9;432.52;432.52
3157;1277;G. Payne;M;SBD;Single-ply;;Juniors;75;75;;;;;242.5;;;;;135;;;;;225;602.5;7;429.32;429.32
423;18351;G. Pomanac;M;SBD;Single-ply;;Open;90;90;;;;;182.5;;;;;127.5;;;;;235;545;3;347.92;347.92
3130;61486;G. Power;M;SBD;Single-ply;;Open;90;90;;;;;255;;;;;175;;;;;272.5;702.5;6;448.47;448.47
84;2896;G. Purdy;M;B;Raw;;Open;100;100;;;;;;;;;;154.22;;;;;;154.22;3;93.86;93.86
29;1134;G. Raccio;M;SBD;Single-ply;;Open;64.9;67.5;192.5;-217.5;-217.5;;192.5;-142.5;-142.5;142.5;;142.5;235;242.5;-250;;242.5;577.5;3;459.82;459.82
200;8390;G. Raja Rajeswari;F;SBD;Single-ply;25.5;Open;59.9;60;;;;;195;;;;;107.5;;;;;170;472.5;3;527.47;527.47
205;8390;G. Raja Rajeswari;F;SBD;Single-ply;29.5;Open;69.55;75;202.5;220;225.5;;225.5;115;122.5;127.5;;127.5;172.5;180;182.5;;182.5;535;1;534.62;534.62
231;8390;G. Raja Rajeswari;F;SBD;Single-ply;;Open;54.95;56;;;;;182.5;;;;;80;;;;;150;412.5;3;492.60;492.60
3020;56577;G. Rajrajeshwari;F;SBD;Single-ply;26.5;Open;65.3;67.5;;;;;182.5;;;;;120;;;;;185;487.5;5;509.70;509.70
3205;64526;G. Rasjaradjesvari;F;SBD;Single-ply;21.5;Juniors;55.6;56;;;;;160;;;;;92.5;;;;;152.5;405;1;479.21;479.21
3187;63926;G. Ravi Kumar;M;SBD;Single-ply;21.5;Juniors;55.6;56;-192.5;-197.5;-197.5;;;;;;;;;;;;;;DQ;;
11507;163466;G. Reale;M;SBD;Single-ply;;45-49;75;75;;;;;145;;;;;135;;;;;175;455;4;324.22;324.22
11513;163883;G. Rhiannon;F;SBD;Single-ply;;Varsity;70.7;75;;;;;115;;;;;62.5;;;;;137.5;315;6;311.25;311.25
7504;86673;G. Ruth Douglas;F;SBD;Raw;;M (40-44);67.27;67.5;83.91;102.06;;;102.06;61.23;65.77;;;65.77;102.06;113.4;124.74;138.35;124.74;292.57;1;299.34;299.34
8419;86673;G. Ruth Douglas;F;SBD;Raw;53;Open;67.36;67.5;;;;;106.59;;;;;61.23;;;;;147.42;315.25;1;322.23;381.52
8419;86673;G. Ruth Douglas;F;SBD;Raw;53;Masters;67.36;67.5;;;;;106.59;;;;;61.23;;;;;147.42;315.25;1;322.23;381.52
11513;163782;G. Sampson;F;SBD;Single-ply;;Varsity;46.6;48;;;;;92.5;;;;;37.5;;;;;95;225;5;304.47;304.47
7571;88550;G. Santarsiero;M;SBD;Raw;;Amateur Open;113.85;125;;;;;229.06;;;;;185.97;;;;;240.4;655.44;1;381.88;381.88
7658;88550;G. Santarsiero;M;SBD;Raw;;Amateur Open;108.95;125;;;;;233.6;;;;;170.1;;;;;242.67;646.37;2;381.52;381.52
7675;88550;G. Santarsiero;M;SBD;Raw;;Amateur Open;109.86;110;;;;;238.14;;;;;183.7;;;;;244.94;666.78;1;392.55;392.55
190;7956;G. Sepulveda;M;SBD;Single-ply;;Teen;75;75;;;;;185.97;;;;;106.59;;;;;197.31;489.88;2;349.07;349.07
3150;62185;G. Shivaprasad;M;SBD;Single-ply;22.5;Juniors;59.1;60;;;;;197.5;;;;;105;;;;;222.5;525;3;454.03;454.03
3154;62185;G. Shivaprasad;M;SBD;Single-ply;23.5;Juniors;60;60;;;;;197.5;;;;;107.5;;;;;217.5;522.5;2;445.63;445.63
11491;161966;G. Simmons;M;SBD;Single-ply;;;67.5;67.5;;;;;220;;;;;140;;;;;232.5;592.5;5;456.83;456.83
6904;80550;G. Smith;M;B;Single-ply;;Open;66.7;67.5;;;;;;;;;;85;;;;;;85;1;66.17;66.17
493;18841;G. St George;M;SBD;Single-ply;;Open;110;110;;;;;260.0;;;;;160.0;;;;;255.0;675.0;3;397.23;397.23
494;18841;G. St George;M;SBD;Single-ply;;Open;110;110;;;;;260;;;;;160;;;;;255;675;3;397.23;397.23
509;18841;G. St George;M;SBD;Single-ply;;Open;90;90;;;;;230;;;;;150;;;;;250;630;1;402.19;402.19
3152;62319;G. Stecchino;M;SBD;Single-ply;;Open;100;100;;;;;245;;;;;170;;;;;310;725;10;441.23;441.23
11513;164108;G. Theriot;M;SBD;Single-ply;;Varsity;117.5;125;;;;;280;;;;;145;;;;;265;690;2;398.71;398.71
3141;61893;G. Tornberg;M;SBD;Single-ply;;Masters 2;90;90;;;;;175;;;;;125;;;;;210;510;3;325.58;325.58
3765;68302;G. Ufret;F;SBD;Single-ply;;Open;43.96;44;;;;;102.5;;;;;55;;;;;130;287.5;1;405.07;405.07
30;1256;G. Wagner;M;SBD;Single-ply;;;110;110;310;-330;-330;;310;-195;-195;-195;;;;;;;;;DQ;;
493;18842;G. Washbrook;M;SBD;Single-ply;;Open;100;100;;;;;260.0;;;;;187.5;;;;;267.5;715.0;1;435.14;435.14
494;18842;G. Washbrook;M;SBD;Single-ply;;Open;100;100;;;;;260;;;;;187.5;;;;;267.5;715;1;435.14;435.14
504;18842;G. Washbrook;M;B;Single-ply;;Open;90;90;;;;;;;;;;177.5;;;;;;177.5;1;113.31;113.31
509;18842;G. Washbrook;M;SBD;Single-ply;;Open;100;100;;;;;265;;;;;195;;;;;282.5;742.5;1;451.88;451.88
3132;61535;G. Waskeil;M;SBD;Single-ply;;Open;60;60;;;;;215;;;;;107.5;;;;;205;527.5;6;449.89;449.89
12648;186331;G. Welden;F;SBD;Single-ply;;Open;60;60;;;;;85;;;;;45;;;;;120;250;3;278.72;278.72
11495;162311;G. William Sweeney;M;B;Single-ply;;70-74;100;100;;;;;;;;;;102.5;;;;;;102.5;1;62.38;62.38
11503;162311;G. William Sweeney;M;B;Single-ply;;Masters 7;100;100;;;;;;;;;;95;;;;;;95;1;57.82;57.82
11503;162311;G. William Sweeney;M;B;Single-ply;;Open;100;100;;;;;;;;;;95;;;;;;95;3;57.82;57.82
11510;162311;G. William Sweeney;M;B;Single-ply;;Open;100;100;;;;;;100;107.5;-110;;107.5;;;;;;107.5;8;65.42;65.42
11510;162311;G. William Sweeney;M;B;Single-ply;;Masters 75-79;100;100;;;;;;100;107.5;-110;;107.5;;;;;;107.5;1;65.42;65.42
11519;162311;G. William Sweeney;M;B;Single-ply;76;Lifetime;99.4;100;;;;;;87.5;100;-107.5;;100;;;;;;100;4;61.01;114.45
11519;162311;G. William Sweeney;M;B;Single-ply;76;Master 8;99.4;100;;;;;;87.5;100;-107.5;;100;;;;;;100;1;61.01;114.45
3141;61884;G. Williamson;M;SBD;Single-ply;;Masters 2;75;75;;;;;200;;;;;115;;;;;212.5;527.5;1;375.88;375.88
11507;163471;G. Zangl;M;SBD;Single-ply;;40-44;82.5;82.5;;;;;200;;;;;195;;;;;260;655;4;438.79;438.79
